face_id,i,j,k
4032,635,1824,1829
4033,1063,635,1829
4034,438,1961,869
4035,1961,961,869
4036,772,1961,438
4037,1363,1961,772
4038,1785,1089,771
4039,1905,2089,790
4040,1905,1785,2089
4041,404,1905,790
4042,1905,1089,1785
4043,1905,404,64
4044,1089,1905,64
4045,1652,944,239
4046,944,2137,239
4047,944,399,2137
4048,399,944,1322
4049,944,1404,1322
4050,944,1652,1404
4051,619,1363,179
4052,155,619,179
4053,619,1961,1363
4054,1961,619,961
4055,961,619,536
4056,619,155,536
4057,1327,1173,1850
4058,57,1173,1327
4059,1173,173,1850
4060,173,1173,697
4061,908,1542,778
4062,908,57,1542
4063,908,1173,57
4064,1173,908,697
4065,283,349,1211
4066,821,283,1211
4067,283,821,1850
4068,283,886,349
4069,267,740,1172
4070,1603,267,1132
4071,200,2020,899
4072,1988,2020,200
4073,740,1462,601
4074,1462,715,601
4075,728,1806,1603
4076,728,1908,236
4077,1914,728,236
4078,1806,728,1914
4079,728,1603,1132
4080,1908,728,1132
4081,383,2091,697
4082,503,383,778
4083,2033,383,503
4084,2091,383,2033
4085,383,908,778
4086,908,383,697
4087,829,436,49
4088,436,2091,49
4089,436,829,1911
4090,2091,436,697
4091,173,436,1911
4092,436,173,697
4093,173,1731,1850
4094,1731,283,1850
4095,283,1731,886
4096,886,1731,1557
4097,1557,1731,1911
4098,1731,173,1911
4099,886,2036,349
4100,2132,2036,415
4101,349,2036,2132
4102,681,187,109
4103,187,2106,109
4104,187,251,2106
4105,187,1234,251
4106,2007,1190,297
4107,2007,1111,309
4108,1123,2007,309
4109,1190,2007,1123
4110,1111,2007,1135
4111,2007,297,1135
4112,303,1590,1772
4113,1590,303,2092
4114,303,2186,2092
4115,2186,303,76
4116,76,303,1877
4117,303,1772,1877
4118,1628,1203,985
4119,985,1203,37
4120,957,1203,1986
4121,1203,957,37
4122,1364,2111,1438
4123,2111,1491,1438
4124,686,2111,1364
4125,2111,686,1075
4126,759,2111,1075
4127,1491,2111,759
4128,302,273,1255
4129,729,273,302
4130,273,117,1255
4131,273,119,117
4132,2001,1139,312
4133,1139,2001,932
4134,2001,312,875
4135,1514,2001,875
4136,410,154,1005
4137,154,1514,1005
4138,1658,477,626
4139,1704,477,1658
4140,477,1714,626
4141,1714,477,1839
4142,877,477,1704
4143,877,2027,1839
4144,477,877,1839
4145,1294,1704,2173
4146,1025,1294,2173
4147,1294,1127,1597
4148,1127,1294,1025
4149,1765,1041,1597
4150,1041,1294,1597
4151,1294,1041,1704
4152,1041,877,1704
4153,1537,417,538
4154,417,1405,538
4155,417,1537,426
4156,1405,417,1199
4157,1463,417,426
4158,1199,417,1463
4159,1060,1405,1199
4160,1060,1765,1597
4161,1765,1060,213
4162,1060,1199,213
4163,1192,1952,1452
4164,1405,1952,1192
4165,1952,1127,1452
4166,1060,1952,1405
4167,1127,1952,1597
4168,1952,1060,1597
4169,636,66,7
4170,1331,636,7
4171,2165,636,1331
4172,1862,467,842
4173,1356,467,1862
4174,467,1356,1471
4175,762,467,1471
4176,103,35,2180
4177,103,762,35
4178,103,467,762
4179,467,103,842
4180,103,1478,842
4181,103,2180,1478
4182,927,463,910
4183,463,927,1670
4184,463,1817,910
4185,170,463,1670
4186,1817,463,1204
4187,463,170,1204
4188,1152,855,36
4189,855,285,1854
4190,806,855,1854
4191,36,855,806
4192,505,630,1209
4193,505,855,1152
4194,505,1209,285
4195,855,505,285
4196,471,1186,345
4197,30,471,345
4198,471,1875,1186
4199,1875,471,322
4200,471,599,322
4201,471,30,599
4202,597,698,66
4203,597,66,575
4204,597,575,1573
4205,602,597,1573
4206,106,602,705
4207,698,106,157
4208,106,597,602
4209,597,106,698
4210,323,106,705
4211,106,323,157
4212,501,1792,391
4213,501,391,1501
4214,2135,501,1501
4215,501,2135,554
4216,501,554,1773
4217,1792,501,1773
4218,2135,1468,284
4219,1336,1468,705
4220,284,1468,1336
4221,1468,1921,705
4222,1208,779,1501
4223,1468,779,1921
4224,779,2135,1501
4225,779,1468,2135
4226,962,323,1921
4227,92,864,2062
4228,375,864,92
4229,864,315,2062
4230,1581,375,916
4231,1581,916,1273
4232,1581,1881,498
4233,1881,1581,1273
4234,53,1129,422
4235,422,1129,498
4236,1129,1581,498
4237,1581,1129,375
4238,904,2041,457
4239,904,64,2041
4240,904,1089,64
4241,2176,281,1132
4242,267,2176,1132
4243,2176,267,1172
4244,281,2176,1072
4245,2176,1172,529
4246,1072,2176,529
4247,1596,1603,899
4248,2020,1596,899
4249,1462,1596,2020
4250,1596,1462,740
4251,1596,267,1603
4252,267,1596,740
4253,990,1462,2020
4254,550,990,581
4255,715,990,550
4256,1462,990,715
4257,990,1988,581
4258,990,2020,1988
4259,2036,940,415
4260,940,1783,415
4261,1783,940,1483
4262,940,1022,1483
4263,1587,187,681
4264,1587,134,1506
4265,1234,1587,1506
4266,187,1587,1234
4267,1587,1085,134
4268,1587,681,1085
4269,366,1203,1628
4270,366,1628,1687
4271,366,1740,1986
4272,1203,366,1986
4273,366,202,1740
4274,202,366,1687
4275,273,1040,119
4276,119,1040,322
4277,1040,729,782
4278,1040,273,729
4279,1040,782,832
4280,322,1040,832
4281,969,773,752
4282,2162,969,752
4283,798,1792,773
4284,969,798,773
4285,798,969,154
4286,1792,798,20
4287,798,410,20
4288,798,154,410
4289,1041,748,877
4290,748,1716,627
4291,1716,748,1765
4292,748,1041,1765
4293,2027,748,627
4294,877,748,2027
4295,1956,2116,784
4296,2116,1890,784
4297,2116,2165,1890
4298,2116,636,2165
4299,505,500,630
4300,500,505,1152
4301,630,500,2120
4302,2120,500,1996
4303,500,1152,1996
4304,774,1036,2156
4305,1036,465,2156
4306,962,1646,323
4307,1646,1994,157
4308,323,1646,157
4309,1994,1646,920
4310,779,2146,1921
4311,2146,962,1921
4312,2146,779,1208
4313,2146,1208,465
4314,1036,2146,465
4315,2146,1036,962
4316,864,528,315
4317,315,528,205
4318,528,1063,205
4319,528,635,1063
4320,2145,1129,53
4321,2145,528,864
4322,2145,864,375
4323,1129,2145,375
4324,635,2145,53
4325,528,2145,635
4326,1266,1876,1705
4327,1266,1705,771
4328,1089,1266,771
4329,904,1266,1089
4330,2142,2036,886
4331,2142,940,2036
4332,2142,886,1557
4333,194,2142,1557
4334,2142,194,1022
4335,940,2142,1022
4336,2179,969,2162
4337,932,2179,2162
4338,2001,2179,932
4339,2179,2001,1514
4340,154,2179,1514
4341,969,2179,154
4342,661,2116,1956
4343,575,661,954
4344,661,1956,954
4345,66,661,575
4346,636,661,66
4347,2116,661,636
4348,1036,610,962
4349,610,1646,962
4350,1646,610,920
4351,610,1036,774
4352,610,774,1516
4353,920,610,1516
4354,1266,813,1876
4355,813,1266,904
4356,813,904,457
4357,1876,813,1640
4358,250,813,457
4359,813,250,1640
